fips,PC1,PC2,PC3,PC4,PC5,PC6
01001,-0.08137828642214416,-0.960473629839385,0.5249155291524344,0.06338369739587127,-0.2403619835130024,-0.5321206477730873
01003,-0.8205731576277646,-0.014877129804595778,1.1998358051647502,0.15301797128174638,0.5394621707322214,-0.0673072358516484
01005,2.4026241994068265,0.2800245830737232,-0.30229399313064226,-0.47844483852178665,-0.10656892247670641,0.20497776242198348
01007,2.357476449019054,-0.6527743461486136,-0.4972152678751916,-0.06240602078300577,-0.17772893354237818,-0.0974716016946583
01009,1.3036531976628802,-0.4090856456342448,-0.19371174432204025,0.5313164560674632,-0.07159022269560697,-0.1139907394709159
01011,3.1166168225843816,-0.49654150775732475,-0.5164027217126613,-0.8308216495765822,0.054713052008777296,0.12111276380309681
01013,1.9867944667514341,-0.05745487515885526,-0.10048143415669153,0.4544414751582589,0.5876715095565106,-0.011426968594587765
01015,1.1398821397046406,-0.5232253834647839,0.21440134916679565,0.29568090294762106,0.08757426157287548,-0.23304869027735803
01017,2.353484957654146,-0.2888494801172666,0.031487299983205146,0.228313094675651,0.6047184149570564,0.15997059478506065
01019,1.4638426571745191,0.7919600904123043,-0.27403958706251014,0.35403712906177975,0.19392061723454465,-0.024454246120029326
01021,1.7206386138285727,-0.5708253930685332,-0.3285051072547302,0.22484295277263408,-0.2832383774148723,-0.13434811552123543
01023,2.416038836150154,1.1326239567173226,-0.5701372322815834,-0.47274767969763865,0.03004998373435649,-0.4231673379634368
01025,2.04288320692226,0.31442936798422405,-0.3204369294553628,-0.3719717273921293,0.012872742579327945,-0.0596524212178246
01027,1.8023418498799935,0.29695583765093697,-0.7178400307023659,-0.08264268390995225,-0.011436737537047385,-0.29513192671035393
01029,1.8766833291007878,0.056129065766711575,-0.5059609028849825,-0.3420567502163827,0.07071694239657862,-0.42032418744183075
01031,0.5029183057629436,-0.6710703336851932,0.4751665555080235,0.2941735538116618,0.006527115335782802,-0.10008494509676975
01033,0.9229664129855758,0.34504781991774114,-0.15322961475343314,-0.016187147252647173,-0.30786038041194336,-0.3825689497568952
01035,3.3995693908402074,0.955014013423107,-0.7940869438563765,-1.2812252262425052,0.6662061697620896,-0.18494062136691627
01037,1.8849000428572513,0.8259778863842605,-0.3374574604816412,0.5001728474268491,0.4067357311912821,-0.10769584129010405
