variable,PC1,PC2,PC3,PC4,PC5,PC6
share_ba_plus_z,-0.8277875254162965,-0.27345603480551833,0.2379790973220781,-0.2943264042644897,0.25855295369192655,-0.17285224013964356
share_age_65plus_z,-0.06425047675861983,0.9259725648488988,-0.0492488727126672,0.14352121273649487,0.33862854030346207,-0.027451905335797947
share_internet_sub_z,-0.7613294197216862,-0.36594498613710374,0.2237573451703526,0.48238372454453604,0.05660786731325588,0.022269349394539433
share_dividend_z,-0.896141495243491,0.2515377234840757,0.11069009358240288,-0.18124175738349935,-0.04651803656298599,0.2939292346888843
share_interest_z,-0.7521198590159762,0.5075310580068845,0.008299016532143861,0.02464609176765909,-0.3812624386249101,-0.17518730607885433
refi_share_z,-0.6877511304348821,-0.235061161985464,-0.6828353086053003,0.016062413167450964,0.07206182960265257,-0.005446616476797932
